"_time",messageBytes,cached,cp,bandwidthMbps,netPerflastMileRTT,netPerfdownloadTime,status,responseTime,failedvalues,requestClientIp
"2019-01-16T23:49:43.000+0000",611533,true,9999,"66.65180751255579",6,70,401,76,1,"152.147.218.11"
"2019-01-16T23:49:35.000+0000",437600,false,81330035,"53.84875882056451",7,62,403,69,1,"216.162.89.39"
"2019-01-16T23:49:36.000+0000",465217,false,15030,"39.88004534432058",36,89,200,125,0,"216.213.9.179"
"2019-01-16T23:49:31.000+0000",983013,false,9999,"227.26648504083806",27,33,201,60,0,"178.116.57.206"
"2019-01-16T23:49:38.000+0000",1449636,false,36322,"257.2056969930959",39,43,201,82,0,"209.193.234.21"
"2019-01-16T23:49:44.000+0000",1019959,false,81330035,"114.43631789263557",50,68,201,118,0,"216.241.254.58"
"2019-01-16T23:49:45.000+0000",349952,false,3915175,"121.36008522727272",26,22,200,48,0,"216.62.102.167"
"2019-01-16T23:49:39.000+0000",916309,false,9999,"129.46079395435476",9,54,200,63,0,"72.211.226.201"
"2019-01-16T23:49:31.000+0000",642990,true,884685,"817.6040649414062",27,6,201,33,0,"216.230.35.123"
"2019-01-16T23:49:37.000+0000",939284,false,884685,"125.72224934895834",41,57,200,98,0,"216.77.204.83"
"2019-01-16T23:49:37.000+0000",1210315,true,7879937,"167.89037531072444",20,55,200,75,0,"217.207.216.233"
"2019-01-16T23:49:34.000+0000",747404,false,884685,"335.4258817784926",37,17,403,54,1,"216.214.120.72"
"2019-01-16T23:49:37.000+0000",158635,false,15030,"13.598752825447683",14,89,403,103,1,"216.215.146.224"
"2019-01-16T23:49:32.000+0000",1087522,false,4388815,"488.0667293772978",34,17,412,51,1,"223.219.216.28"
"2019-01-16T23:49:43.000+0000",466472,false,55164,"209.3469956341912",20,17,303,37,0,"217.253.175.76"
"2019-01-16T23:49:45.000+0000",59000,false,8916477,"6.1662229773116435",37,73,200,110,0,"216.105.227.3"
"2019-01-16T23:49:33.000+0000",955704,false,16300,"127.9200503700658",3,57,400,60,1,"201.158.59.55"
"2019-01-16T23:49:31.000+0000",663749,false,81330035,"633.000373840332",3,8,301,11,0,"216.110.91.205"
"2019-01-16T23:49:44.000+0000",514782,false,610534,"57.75698493508732",41,68,201,109,0,"223.255.211.95"
"2019-01-16T23:49:45.000+0000",1286244,false,318725,"109.0362548828125",14,90,400,104,1,"217.133.115.253"
"2019-01-16T23:49:41.000+0000",457473,true,3915175,"290.85350036621094",8,12,303,20,0,"216.43.130.8"
"2019-01-16T23:49:37.000+0000",1428736,false,9999,"436.015625",10,25,201,35,0,"220.177.125.238"
"2019-01-16T23:49:35.000+0000",566878,false,33024,"540.6169891357422",15,8,200,23,0,"222.223.237.116"
"2019-01-16T23:49:36.000+0000",684961,false,884685,"95.01523104580966",45,55,503,100,1,"216.192.143.114"
"2019-01-16T23:49:44.000+0000",1326406,true,4388815,"131.42434652749594",49,77,201,126,0,"223.223.209.61"
"2019-01-16T23:49:31.000+0000",1332848,true,404065,"1452.6890345982142",9,7,303,16,0,"216.135.147.34"
"2019-01-16T23:49:38.000+0000",1317838,false,81330035,"2010.8612060546873",28,5,411,33,1,"216.96.150.121"
"2019-01-16T23:49:45.000+0000",145479,false,558087,"20.180303400213067",42,55,201,97,0,"217.247.166.230"
"2019-01-16T23:49:34.000+0000",1293144,false,81330035,"252.97194260817307",0,39,304,39,0,"216.45.1.30"
"2019-01-16T23:49:31.000+0000",1467094,false,81330035,"147.27682816354852",31,76,200,107,0,"216.255.151.208"
"2019-01-16T23:49:33.000+0000",91995,true,81330035,"9.23508091976768",28,76,403,104,1,"216.215.155.50"
"2019-01-16T23:49:38.000+0000",366994,true,9999,"164.70247156479778",21,17,206,38,0,"112.138.100.48"
"2019-01-16T23:49:44.000+0000",276846,true,3915175,"40.618603046123795",24,52,200,76,0,"216.248.11.154"
"2019-01-16T23:49:35.000+0000",675247,false,8916477,"83.09235111359627",34,62,201,96,0,"216.243.32.22"
"2019-01-16T23:49:43.000+0000",203552,false,8916477,"22.83791934742647",29,68,201,97,0,"216.164.129.155"
"2019-01-16T23:49:40.000+0000",252360,true,9999,"56.628058938419116",38,34,301,72,0,"124.72.55.41"
"2019-01-16T23:49:39.000+0000",350982,false,4388815,"27.893543243408203",10,96,201,106,0,"223.216.255.11"
"2019-01-16T23:49:46.000+0000",756397,true,558087,"69.52832693076995",23,83,412,106,1,"217.253.127.232"
"2019-01-16T23:49:38.000+0000",858204,false,15030,"148.80856600674716",48,44,201,92,0,"216.248.167.173"
"2019-01-16T23:49:42.000+0000",1001267,true,9999,"115.74334809274384",34,66,206,100,0,"203.52.70.253"
"2019-01-16T23:49:45.000+0000",323419,false,884685,"44.86347545276988",39,55,201,94,0,"216.222.120.73"
"2019-01-16T23:49:46.000+0000",909616,false,558087,"110.15586247519842",22,63,201,85,0,"217.252.206.73"
"2019-01-16T23:49:06.000+0000",1398949,false,81330035,"106.73133850097656",48,100,200,148,0,"216.233.236.157"
"2019-01-16T23:49:01.000+0000",224366,false,404065,"61.13488333565848",41,28,200,69,0,"216.250.90.122"
"2019-01-16T23:49:07.000+0000",1196515,false,85949,"202.8596666124132",27,45,302,72,0,"216.153.176.102"
"2019-01-16T23:49:04.000+0000",144942,false,9999,"40.95628526475695",33,27,201,60,0,"89.218.211.223"
"2019-01-16T23:49:08.000+0000",293891,true,9999,"38.65879979626886",45,58,201,103,0,"92.40.222.203"
"2019-01-16T23:48:59.000+0000",1149273,true,3885461,"130.86950956885494",18,67,405,85,1,"223.195.187.133"
"2019-01-16T23:49:06.000+0000",1390322,true,8916477,"252.5551205589658",41,42,201,83,0,"209.252.122.15"
"2019-01-16T23:49:14.000+0000",725820,false,884685,"56.50578712930485",29,98,405,127,1,"216.237.33.130"
"2019-01-16T23:49:04.000+0000",608544,false,15030,"125.48168285472974",3,37,200,40,0,"216.49.76.66"
"2019-01-16T23:49:09.000+0000",636393,false,682089,"85.18058375308388",3,57,200,60,0,"223.253.5.10"
"2019-01-16T23:49:02.000+0000",1439564,false,8916477,"499.2273504083807",7,22,503,29,1,"216.130.196.138"
"2019-01-16T23:49:11.000+0000",858957,true,15030,"111.07325149794757",15,59,201,74,0,"216.215.179.251"
"2019-01-16T23:49:09.000+0000",547914,false,9423450,"78.8726806640625",4,53,201,57,0,"217.223.132.195"
"2019-01-16T23:49:04.000+0000",1175678,true,9999,"896.9711303710938",4,10,502,14,1,"118.111.92.244"
"2019-01-16T23:49:08.000+0000",570610,false,9999,"131.92147919625947",27,33,201,60,0,"39.54.103.252"
"2019-01-16T23:48:59.000+0000",766068,true,85949,"146.11587524414062",8,40,200,48,0,"216.253.231.117"
"2019-01-16T23:49:10.000+0000",976802,true,3885461,"240.40025280367945",20,31,206,51,0,"223.55.239.196"
"2019-01-16T23:49:05.000+0000",420200,true,3885461,"100.18348693847656",28,32,302,60,0,"223.194.6.39"
"2019-01-16T23:49:05.000+0000",1376892,false,2491285,"10504.852294921875",24,1,201,25,0,"217.223.131.20"
"2019-01-16T23:49:04.000+0000",1195733,false,9999,"570.1699256896973",46,16,201,62,0,"191.31.250.166"
"2019-01-16T23:49:05.000+0000",440113,false,9999,"41.45426809051891",7,81,201,88,0,"207.164.231.68"
"2019-01-16T23:49:05.000+0000",423707,true,3885461,"44.28257354318279",37,73,201,110,0,"223.195.222.107"
"2019-01-16T23:49:04.000+0000",389068,false,2491285,"41.80779255611796",46,71,200,117,0,"217.223.242.164"
"2019-01-16T23:49:05.000+0000",1105354,false,85949,"4216.590881347656",0,2,200,2,0,"209.40.184.248"
"2019-01-16T23:49:07.000+0000",1010184,false,81330035,"513.80615234375",6,15,200,21,0,"216.132.189.74"
"2019-01-16T23:49:07.000+0000",1345168,true,884685,"228.06260850694443",28,45,201,73,0,"216.241.158.155"
"2019-01-16T23:49:12.000+0000",1018792,true,404065,"93.64778449736446",15,83,200,98,0,"216.155.130.207"
"2019-01-16T23:49:11.000+0000",473173,false,884685,"38.00024735300164",19,95,200,114,0,"216.83.118.30"
"2019-01-16T23:49:14.000+0000",890192,false,9423450,"308.7102716619318",33,22,200,55,0,"217.223.90.79"
"2019-01-16T23:49:04.000+0000",1484362,true,15030,"276.2142274437881",7,41,200,48,0,"216.194.178.123"
"2019-01-16T23:49:12.000+0000",511680,false,8227582,"40.24544942010309",47,97,403,144,1,"223.76.64.103"
"2019-01-16T23:49:13.000+0000",136149,true,81330035,"19.235822889539932",44,54,200,98,0,"209.122.24.37"
"2019-01-16T23:49:03.000+0000",388340,true,9999,"37.03498840332031",35,80,303,115,0,"73.147.224.224"
"2019-01-16T23:49:02.000+0000",265783,false,3915175,"23.578643798828125",13,86,200,99,0,"216.156.160.210"
"2019-01-16T23:49:11.000+0000",341806,true,9999,"49.20326088959316",13,53,201,66,0,"121.106.115.92"
"2019-01-16T23:49:11.000+0000",807790,true,81330035,"70.03350691361861",7,88,405,95,1,"209.197.43.150"
"2019-01-16T23:49:06.000+0000",717788,true,15030,"76.05955335828993",29,72,403,101,1,"216.54.101.123"
"2019-01-16T23:49:13.000+0000",332007,false,15030,"81.71007710118447",17,31,201,48,0,"209.192.234.129"
"2019-01-16T23:49:03.000+0000",1086247,true,884685,"230.20574781629773",38,36,200,74,0,"216.184.192.132"
"2019-01-16T23:49:11.000+0000",1018558,false,884685,"277.53502982003346",10,28,403,38,1,"209.101.154.113"
"2019-01-16T23:49:05.000+0000",462131,true,15030,"235.0519816080729",38,15,201,53,0,"209.232.73.92"
"2019-01-16T23:49:12.000+0000",930050,true,8916477,"90.9707485101162",49,78,200,127,0,"216.173.19.131"
"2019-01-16T23:49:12.000+0000",911153,false,81330035,"108.61790180206299",24,64,200,88,0,"216.248.55.117"
"2019-01-16T23:49:14.000+0000",738284,true,404065,"181.6987068422379",25,31,200,56,0,"216.93.65.37"
"2019-01-16T23:49:09.000+0000",587254,false,9999,"149.34641520182294",7,30,405,37,1,"96.136.228.142"
"2019-01-16T23:49:10.000+0000",985399,false,85949,"113.9090566924124",29,66,201,95,0,"217.71.115.159"
"2019-01-16T23:49:11.000+0000",586274,false,9999,"186.3714853922526",36,24,200,60,0,"58.218.21.149"
"2019-01-16T23:49:11.000+0000",517278,true,80457181,"54.0618896484375",29,73,201,102,0,"201.89.230.136"
"2019-01-16T23:49:00.000+0000",740142,true,884685,"88.23180198669434",43,64,201,107,0,"207.250.115.110"
"2019-01-16T23:49:03.000+0000",395127,true,36322,"83.73832702636719",5,36,200,41,0,"216.190.248.195"
"2019-01-16T23:49:06.000+0000",444202,true,64193351,"65.17292903019832",44,52,504,96,1,"217.128.253.234"
"2019-01-16T23:49:00.000+0000",202012,true,884685,"513.7430826822916",16,3,303,19,0,"216.243.53.171"
"2019-01-16T23:49:04.000+0000",978118,true,404065,"124.37413533528647",35,60,504,95,1,"209.252.140.34"
"2019-01-16T23:49:07.000+0000",1480459,false,404065,"664.4121057846967",18,17,200,35,0,"216.148.83.107"
"2019-01-16T23:48:59.000+0000",279005,true,85949,"21.720808379504145",21,98,201,119,0,"216.57.95.9"
"2019-01-16T23:49:06.000+0000",411365,true,85949,"76.5479483255526",1,41,201,42,0,"216.234.128.146"
"2019-01-16T23:49:09.000+0000",909641,false,884685,"462.6673380533854",0,15,304,15,0,"216.215.243.81"
"2019-01-16T23:49:13.000+0000",116867,false,9999,"9.006307582662563",28,99,201,127,0,"96.1.112.134"
"2019-01-16T23:49:00.000+0000",709262,true,610534,"57.566378978972736",18,94,502,112,1,"223.194.108.183"
"2019-01-16T23:49:03.000+0000",844223,true,96062,"460.06502423967635",17,14,405,31,1,"217.178.150.66"
"2019-01-16T23:49:09.000+0000",226486,true,9999,"26.5838623046875",13,65,201,78,0,"217.7.14.11"
"2019-01-16T23:49:11.000+0000",585029,false,610534,"52.51078886144302",45,85,201,130,0,"223.255.199.14"
"2019-01-16T23:49:00.000+0000",1119536,true,3885461,"88.0554828447165",14,97,201,111,0,"223.253.2.20"
"2019-01-16T23:49:14.000+0000",811623,false,15030,"364.2465928021599",16,17,201,33,0,"216.233.84.205"
"2019-01-16T23:49:03.000+0000",482719,true,85949,"43.843496413457956",44,84,201,128,0,"216.226.97.253"
"2019-01-16T23:49:03.000+0000",471688,false,9999,"899.6734619140625",25,4,201,29,0,"142.204.179.161"
"2019-01-16T23:49:05.000+0000",948153,true,15030,"556.448716383714",10,13,404,23,1,"216.253.156.151"
"2019-01-16T23:49:14.000+0000",339598,false,8916477,"27.563054510887635",47,94,206,141,0,"216.155.152.34"
"2019-01-16T23:49:05.000+0000",863419,false,9999,"79.36583369611257",41,83,200,124,0,"70.150.246.43"
"2019-01-16T23:49:09.000+0000",84049,true,9999,"11.450767517089844",25,56,200,81,0,"182.91.124.199"
"2019-01-16T23:49:02.000+0000",1232223,false,15030,"188.02230834960938",9,50,200,59,0,"216.242.66.15"
"2019-01-16T23:49:02.000+0000",1489421,false,9999,"147.57636924842734",28,77,200,105,0,"183.198.216.180"
"2019-01-16T23:49:14.000+0000",1195596,true,8916477,"246.5317184860642",31,37,201,68,0,"209.122.252.75"
"2019-01-16T23:49:11.000+0000",1215109,false,9999,"197.24565871218417",0,47,302,47,0,"59.102.162.175"
"2019-01-16T23:49:06.000+0000",300028,true,15030,"23.35746920838648",20,98,201,118,0,"216.78.154.128"
"2019-01-16T23:49:14.000+0000",1219456,false,15030,"197.9512965425532",33,47,200,80,0,"216.1.239.25"
"2019-01-16T23:48:59.000+0000",1267531,false,884685,"122.41131746316259",12,79,404,91,1,"216.214.90.44"
"2019-01-16T23:48:59.000+0000",529178,false,85949,"77.64053344726562",30,52,201,82,0,"216.252.108.186"
"2019-01-16T23:49:05.000+0000",549187,false,717511,"130.9363842010498",50,32,401,82,1,"223.218.212.51"
"2019-01-16T23:49:06.000+0000",9963,true,9423450,"1.1876821517944336",39,64,200,103,0,"217.223.238.188"
"2019-01-16T23:49:09.000+0000",232946,false,7494377,"61.28403236126077",33,29,404,62,1,"217.128.125.93"
"2019-01-16T23:49:08.000+0000",568699,true,55164,"72.3138173421224",40,60,200,100,0,"217.254.145.58"
"2019-01-16T23:49:04.000+0000",1246657,true,15030,"190.22476196289062",15,50,200,65,0,"216.248.17.217"
"2019-01-16T23:49:10.000+0000",799851,true,36322,"70.95789354900982",46,86,200,132,0,"216.251.126.84"
"2019-01-16T23:49:12.000+0000",1169327,true,9999,"686.2505399263822",7,13,401,20,1,"216.37.116.101"
"2019-01-16T23:49:00.000+0000",634350,false,81330035,"166.88642830684267",16,29,200,45,0,"217.163.112.179"
"2019-01-16T23:49:08.000+0000",1197663,false,9999,"4568.721771240234",16,2,201,18,0,"186.107.100.146"
"2019-01-16T23:49:13.000+0000",608053,true,15030,"96.6474215189616",1,48,200,49,0,"216.190.44.213"
"2019-01-16T23:49:14.000+0000",1298191,false,9999,"137.56126827663846",46,72,201,118,0,"95.17.45.108"
"2019-01-16T23:49:02.000+0000",1150708,false,15030,"96.47478376116071",13,91,200,104,0,"216.255.69.28"
"2019-01-16T23:49:02.000+0000",521693,true,3915175,"234.1295130112592",35,17,200,52,0,"216.105.237.77"
"2019-01-16T23:49:00.000+0000",161049,true,9999,"13.355503911557406",22,92,201,114,0,"132.205.43.28"
"2019-01-16T23:49:01.000+0000",255254,true,110244,"48.68583679199219",34,40,200,74,0,"217.180.94.62"
"2019-01-16T23:49:09.000+0000",980974,false,85949,"1247.3729451497395",39,6,201,45,0,"216.196.206.111"
"2019-01-16T23:49:06.000+0000",393797,false,85949,"176.73133401309744",5,17,200,22,0,"216.244.98.43"
"2019-01-16T23:49:07.000+0000",113831,false,85949,"11.735967687658361",35,74,201,109,0,"216.183.166.232"
"2019-01-16T23:49:06.000+0000",927521,true,15030,"153.83529663085938",48,46,201,94,0,"216.250.6.68"
"2019-01-16T23:49:11.000+0000",1139697,false,81330035,"114.41050077739514",6,76,200,82,0,"208.221.29.53"
"2019-01-16T23:49:09.000+0000",948007,true,81330035,"452.0449638366699",3,16,200,19,0,"216.199.246.192"
"2019-01-16T23:49:10.000+0000",1359137,true,318725,"108.01450411478679",0,96,304,96,0,"217.203.116.145"
"2019-01-16T23:48:33.000+0000",647347,false,9999,"56.12347342751243",31,88,403,119,1,"91.59.79.144"
"2019-01-16T23:48:33.000+0000",1005634,true,884685,"81.6210482982879",31,94,201,125,0,"216.192.143.205"
"2019-01-16T23:48:36.000+0000",123559,false,682089,"9.426803588867188",25,100,200,125,0,"223.63.125.112"
"2019-01-16T23:48:38.000+0000",1408173,true,85949,"188.48258570620888",5,57,200,62,0,"216.130.98.57"
"2019-01-16T23:48:36.000+0000",478080,true,888492,"58.830015120967744",4,62,200,66,0,"209.197.24.183"
"2019-01-16T23:48:37.000+0000",892559,true,15030,"170.24211883544922",18,40,201,58,0,"217.163.95.9"
"2019-01-16T23:48:32.000+0000",13829,false,888492,"4.795768044211648",47,22,303,69,0,"201.140.218.118"
"2019-01-16T23:48:36.000+0000",1398059,false,81330035,"592.5746493869357",35,18,304,53,0,"216.242.227.239"
"2019-01-16T23:48:32.000+0000",565226,false,884685,"110.57261931590546",30,39,201,69,0,"216.199.221.14"
"2019-01-16T23:48:43.000+0000",122481,false,9999,"12.13579054002638",40,77,200,117,0,"114.167.251.40"
"2019-01-16T23:48:43.000+0000",1491257,false,81330035,"116.09579592334981",32,98,200,130,0,"216.229.136.18"
"2019-01-16T23:48:32.000+0000",847458,false,9999,"70.27816772460938",27,92,303,119,0,"196.221.164.187"
"2019-01-16T23:48:39.000+0000",367665,false,9999,"30.824849893758586",37,91,200,128,0,"218.93.90.42"
"2019-01-16T23:48:39.000+0000",1366589,true,404065,"651.6404151916504",0,16,201,16,0,"217.163.99.172"
"2019-01-16T23:48:32.000+0000",387486,false,15030,"51.8646240234375",4,57,206,61,0,"216.164.45.63"
"2019-01-16T23:48:43.000+0000",132511,true,558087,"45.95357721502131",8,22,201,30,0,"217.249.217.242"
"2019-01-16T23:48:28.000+0000",1374922,false,85949,"2622.455596923828",40,4,201,44,0,"216.79.93.176"
"2019-01-16T23:48:32.000+0000",204078,true,36322,"70.77234441583808",26,22,200,48,0,"216.236.81.141"
"2019-01-16T23:48:41.000+0000",108873,true,53898,"15.672359826429835",37,53,201,90,0,"223.218.192.76"
"2019-01-16T23:48:31.000+0000",129909,false,15030,"16.247983838691084",26,61,200,87,0,"216.213.88.180"
"2019-01-16T23:48:40.000+0000",1245189,false,81330035,"475.0019073486328",40,20,201,60,0,"216.223.240.67"
"2019-01-16T23:48:30.000+0000",303000,false,9999,"42.03102805397727",36,55,404,91,1,"85.85.242.162"
"2019-01-16T23:48:42.000+0000",846587,true,81330035,"107.64910380045572",3,60,200,63,0,"216.146.86.215"
"2019-01-16T23:48:36.000+0000",456380,true,9999,"112.31945407006049",12,31,201,43,0,"195.95.128.165"
"2019-01-16T23:48:30.000+0000",96198,true,33024,"23.67524177797379",47,31,201,78,0,"223.101.2.218"
"2019-01-16T23:48:43.000+0000",1269031,false,81330035,"372.38223736102765",42,26,201,68,0,"216.250.126.41"
"2019-01-16T23:48:30.000+0000",354864,true,9999,"60.164388020833336",10,45,201,55,0,"1.212.152.191"
"2019-01-16T23:48:31.000+0000",1139176,false,884685,"89.60023860341494",23,97,201,120,0,"216.160.180.17"
"2019-01-16T23:48:41.000+0000",17590,false,884685,"44.733683268229164",14,3,405,17,1,"216.160.62.218"
"2019-01-16T23:48:42.000+0000",1065519,false,4388815,"116.13235473632812",41,70,400,111,1,"223.216.255.208"
"2019-01-16T23:48:31.000+0000",1360090,false,85949,"140.22517848659206",48,74,200,122,0,"216.64.88.77"
"2019-01-16T23:48:30.000+0000",540453,true,9999,"824.6658325195312",0,5,200,5,0,"183.88.77.171"
"2019-01-16T23:48:30.000+0000",808362,false,9999,"76.13966200086806",25,81,200,106,0,"180.230.236.128"
"2019-01-16T23:48:31.000+0000",1269247,true,81330035,"96.83586120605469",8,100,200,108,0,"216.248.37.122"
"2019-01-16T23:48:34.000+0000",177396,false,9999,"67.67120361328125",26,20,200,46,0,"200.196.241.40"
"2019-01-16T23:48:35.000+0000",449173,true,682089,"55.27287144814768",27,62,412,89,1,"223.222.229.163"
"2019-01-16T23:48:28.000+0000",368142,true,15030,"80.24858747209822",26,35,201,61,0,"214.69.128.192"
"2019-01-16T23:48:37.000+0000",977569,false,17400,"191.23742519280847",27,39,401,66,1,"216.223.114.123"
"2019-01-16T23:48:43.000+0000",1379759,false,9423450,"309.6095814424403",44,34,201,78,0,"217.202.35.119"
"2019-01-16T23:48:31.000+0000",1252849,false,884685,"134.62646914200045",18,71,200,89,0,"209.178.66.160"
"2019-01-16T23:48:35.000+0000",1294930,false,80457181,"493.9765930175781",15,20,201,35,0,"216.59.16.125"
"2019-01-16T23:48:36.000+0000",398579,true,36322,"69.1117373379794",16,44,200,60,0,"207.148.193.112"
"2019-01-16T23:48:33.000+0000",728049,true,682089,"67.7386958424638",8,82,201,90,0,"223.195.238.192"
"2019-01-16T23:48:36.000+0000",1127794,false,64193351,"107.55481719970703",20,80,304,100,0,"217.128.78.10"
"2019-01-16T23:48:28.000+0000",1182304,false,9999,"96.99208249327957",26,93,201,119,0,"93.91.19.193"
"2019-01-16T23:48:43.000+0000",853026,false,404065,"73.12440336420295",16,89,200,105,0,"216.200.24.68"
"2019-01-16T23:48:41.000+0000",1463940,false,682089,"116.34349822998047",32,96,200,128,0,"223.222.206.95"
"2019-01-16T23:48:43.000+0000",353546,false,9999,"35.964558919270836",34,75,200,109,0,"87.179.98.162"
"2019-01-16T23:48:40.000+0000",1087355,false,85949,"1185.1228986467634",37,7,200,44,0,"216.170.159.207"
"2019-01-16T23:48:32.000+0000",162595,true,717511,"20.33608858702613",21,61,206,82,0,"223.219.167.233"
"2019-01-16T23:48:38.000+0000",1215686,true,558087,"178.3643869253305",16,52,201,68,0,"217.254.107.250"
"2019-01-16T23:48:40.000+0000",1273987,true,558087,"2429.9373626708984",21,4,200,25,0,"217.255.117.153"
"2019-01-16T23:48:30.000+0000",36244,true,558087,"6.430692450944767",31,43,403,74,1,"217.253.31.79"
"2019-01-16T23:48:32.000+0000",459505,true,81330035,"269.67268723707934",23,13,201,36,0,"216.210.215.62"
"2019-01-16T23:48:37.000+0000",1429436,true,15030,"1090.5731201171875",18,10,200,28,0,"216.194.3.254"
"2019-01-16T23:48:37.000+0000",1093918,true,9999,"95.93025295213721",40,87,400,127,1,"121.181.112.75"
"2019-01-16T23:48:28.000+0000",1422586,false,85949,"197.3358154296875",3,55,201,58,0,"216.243.195.241"
"2019-01-16T23:48:38.000+0000",901733,false,3915175,"114.66128031412761",1,60,201,61,0,"216.217.99.9"
"2019-01-16T23:48:33.000+0000",537649,false,16789151,"372.90330366654825",3,11,201,14,0,"216.113.94.41"
"2019-01-16T23:48:37.000+0000",586236,true,8916477,"87.69854377297794",33,51,503,84,1,"216.81.233.65"
"2019-01-16T23:48:42.000+0000",523756,false,884685,"3995.941162109375",30,1,200,31,0,"216.215.250.57"
"2019-01-16T23:48:32.000+0000",747014,true,38428,"107.5332929503243",41,53,200,94,0,"223.135.179.127"
"2019-01-16T23:48:32.000+0000",1472975,true,9999,"288.15147204276843",4,39,201,43,0,"195.194.199.34"
"2019-01-16T23:48:34.000+0000",1456777,true,81330035,"163.44597760368796",6,68,201,74,0,"216.249.83.48"
"2019-01-16T23:48:29.000+0000",419499,true,9999,"49.23882117638221",18,65,200,83,0,"156.2.51.149"
"2019-01-16T23:48:34.000+0000",487666,false,96062,"46.50745391845703",15,80,201,95,0,"220.100.132.26"
"2019-01-16T23:48:31.000+0000",758931,false,9999,"643.3537801106771",15,9,200,24,0,"162.234.134.23"
"2019-01-16T23:48:31.000+0000",362374,false,9999,"345.58677673339844",33,8,201,41,0,"191.222.139.96"
"2019-01-16T23:48:34.000+0000",872846,true,8916477,"78.34454704733456",38,85,200,123,0,"216.216.19.9"
"2019-01-16T23:48:33.000+0000",792626,true,15030,"109.95011763139205",45,55,503,100,1,"216.184.48.218"
"2019-01-16T23:48:42.000+0000",1056587,true,9999,"212.13471262078536",23,38,304,61,0,"94.164.235.133"
"2019-01-16T23:48:32.000+0000",590319,true,85949,"195.8163717518682",34,23,201,57,0,"216.163.102.17"
"2019-01-16T23:48:38.000+0000",1485985,false,15030,"1889.5276387532551",26,6,401,32,1,"209.255.118.203"
"2019-01-16T23:48:36.000+0000",239214,false,81330035,"36.50115966796875",25,50,303,75,0,"216.253.245.49"
"2019-01-16T23:48:32.000+0000",1142040,true,682089,"185.38454745678192",47,47,201,94,0,"223.63.248.14"
"2019-01-16T23:48:37.000+0000",1438352,false,9999,"522.5597563244048",37,21,201,58,0,"190.42.137.190"
"2019-01-16T23:48:33.000+0000",1059350,true,81330035,"4041.0995483398438",35,2,206,37,0,"216.168.202.224"
"2019-01-16T23:48:33.000+0000",432498,true,8916477,"219.9798583984375",1,15,500,16,1,"216.236.0.249"
"2019-01-16T23:48:33.000+0000",1357342,true,15030,"116.35615316669592",13,89,201,102,0,"216.153.192.33"
"2019-01-16T23:48:40.000+0000",1330855,true,36322,"104.67647277202803",42,97,411,139,1,"216.242.196.27"
"2019-01-16T23:48:31.000+0000",439632,true,4388815,"104.81643676757812",7,32,201,39,0,"223.219.173.126"
"2019-01-16T23:48:39.000+0000",317719,true,26870,"93.23090773362381",9,26,303,35,0,"223.255.236.209"
"2019-01-16T23:48:43.000+0000",264250,false,674876,"23.4426454056141",32,86,404,118,1,"216.221.90.246"
"2019-01-16T23:48:40.000+0000",1285944,true,15030,"9810.97412109375",46,1,200,47,0,"217.163.108.41"
"2019-01-16T23:48:43.000+0000",847803,false,85949,"82.92594322791466",40,78,500,118,1,"216.185.237.191"
"2019-01-16T23:48:34.000+0000",687577,false,404065,"1049.1592407226562",33,5,200,38,0,"216.137.76.191"
"2019-01-16T23:48:40.000+0000",83013,false,884685,"6.397362911339962",22,99,301,121,0,"216.237.10.142"
"2019-01-16T23:48:28.000+0000",122047,false,85949,"16.92990389737216",41,55,404,96,1,"216.185.237.138"
"2019-01-16T23:48:41.000+0000",1138988,false,3885461,"93.43858944472447",47,93,200,140,0,"223.222.22.241"
"2019-01-16T23:48:29.000+0000",852931,false,9999,"224.39127954943427",49,29,201,78,0,"178.25.29.57"
"2019-01-16T23:48:33.000+0000",1290488,true,81330035,"4922.821044921875",4,2,201,6,0,"217.141.211.39"
"2019-01-16T23:48:30.000+0000",317618,true,36322,"31.470558860085227",2,77,201,79,0,"216.193.48.43"
"2019-01-16T23:48:33.000+0000",334214,true,682089,"35.91338681503081",33,71,200,104,0,"223.195.238.226"
"2019-01-16T23:48:29.000+0000",309984,true,717511,"236.4990234375",32,10,201,42,0,"223.219.167.104"
"2019-01-16T23:48:42.000+0000",846449,true,9999,"117.41624311967328",5,55,201,60,0,"109.208.18.109"
"2019-01-16T23:48:39.000+0000",1005065,false,884685,"103.6221272236592",3,74,411,77,1,"216.248.182.43"
"2019-01-16T23:48:29.000+0000",1141679,true,15030,"89.79710844374195",26,97,201,123,0,"216.252.106.253"
"2019-01-16T23:48:31.000+0000",455752,true,8916477,"91.50294253700658",8,38,503,46,1,"216.249.143.154"
"2019-01-16T23:48:38.000+0000",1343272,true,81330035,"107.87739000822368",3,95,412,98,1,"216.101.133.95"
"2019-01-16T23:48:30.000+0000",532630,true,4388815,"92.3555547540838",38,44,303,82,0,"222.229.29.191"
"2019-01-16T23:47:56.000+0000",1020115,false,55164,"112.79506959776947",35,69,500,104,1,"217.233.205.175"
"2019-01-16T23:48:10.000+0000",365095,true,9999,"103.16495542173033",4,27,206,31,0,"93.228.111.234"
"2019-01-16T23:48:01.000+0000",1035869,true,95894425,"103.98754320646587",10,76,301,86,0,"217.246.221.97"
