epoch,_time,amount,action,location,ID,user
1532567636,2018/07/25 20:13:56,231,withdrawal,james,152036,hurly
1532567635,2018/07/25 20:13:55,398,deposit,catalina,145542,arc
1532567634,2018/07/25 20:13:54,229,withdrawal,truthville,119358,hurly
1532567633,2018/07/25 20:13:53,241,deposit,seattle,142332,mary
1532567633,2018/07/25 20:13:53,418,withdrawal,james,167737,rumpy
1532567633,2018/07/25 20:13:53,303,deposit,catalina,144692,sleezy
1532567632,2018/07/25 20:13:52,407,deposit,catalina,110286,snow
1532567631,2018/07/25 20:13:51,466,deposit,margaritaville,106053,dashful
1532567630,2018/07/25 20:13:50,330,withdrawal,boston,151320,dashful
1532567629,2018/07/25 20:13:49,3,withdrawal,jamestown,179421,hopey
1532567628,2018/07/25 20:13:48,303,withdrawal,truthville,148257,saint
1532567628,2018/07/25 20:13:48,438,withdrawal,jamestown,197670,grodo
1532567627,2018/07/25 20:13:47,155,deposit,greenville,190036,rohit
1532567627,2018/07/25 20:13:47,429,deposit,catalina,188944,queen
1532567627,2018/07/25 20:13:47,284,withdrawal,bermuda,136136,queen
1532567626,2018/07/25 20:13:46,492,deposit,fresno,128955,leepy
1532567624,2018/07/25 20:13:44,344,deposit,truthville,131754,saint
1532567622,2018/07/25 20:13:42,12,withdrawal,greenville,184684,soc
1532567622,2018/07/25 20:13:42,498,withdrawal,catalina,155302,arc
1532567620,2018/07/25 20:13:40,136,deposit,jamestown,171651,moes
1532567619,2018/07/25 20:13:39,258,withdrawal,boston,193725,meg
1532567618,2018/07/25 20:13:38,392,withdrawal,greenville,182349,soc
1532567616,2018/07/25 20:13:36,293,withdrawal,seattle,127935,leepy
1532567615,2018/07/25 20:13:35,138,withdrawal,margaritaville,186450,grodo
1532567614,2018/07/25 20:13:34,69,withdrawal,fresno,122584,leepy
1532567613,2018/07/25 20:13:33,275,deposit,seattle,177562,barry
1532567611,2018/07/25 20:13:31,225,deposit,james,196374,soc
1532567609,2018/07/25 20:13:29,445,deposit,james,197150,meg
1532567608,2018/07/25 20:13:28,466,withdrawal,catalina,103117,rohit
1532567607,2018/07/25 20:13:27,319,withdrawal,darthmouth,105436,meg
1532567606,2018/07/25 20:13:26,231,deposit,fresno,160399,slacker
1532567605,2018/07/25 20:13:25,18,deposit,catalina,129154,rohit
1532567605,2018/07/25 20:13:25,86,withdrawal,truthville,171770,slacker
1532567605,2018/07/25 20:13:25,41,withdrawal,fresno,166134,hopey
1532567604,2018/07/25 20:13:24,290,withdrawal,bermuda,154948,sleezy
1532567604,2018/07/25 20:13:24,453,withdrawal,truthville,162344,saint
1532567602,2018/07/25 20:13:22,210,withdrawal,fresno,101368,snow
1532567601,2018/07/25 20:13:21,222,deposit,bermuda,110481,meg
1532567599,2018/07/25 20:13:19,37,withdrawal,bermuda,105823,james
1532567599,2018/07/25 20:13:19,412,deposit,greenville,164961,leepy
1532567597,2018/07/25 20:13:17,394,deposit,margaritaville,162686,meg
1532567596,2018/07/25 20:13:16,65,deposit,truthville,135143,saint
1532567595,2018/07/25 20:13:15,203,withdrawal,bermuda,194799,soc
1532567594,2018/07/25 20:13:14,347,withdrawal,catalina,112799,arc
1532567593,2018/07/25 20:13:13,230,withdrawal,jamestown,138407,meg
1532567591,2018/07/25 20:13:11,50,deposit,bermuda,115195,sleezy
1532567590,2018/07/25 20:13:10,492,deposit,greenville,138859,sleezy
1532567590,2018/07/25 20:13:10,370,withdrawal,fresno,127776,meg
1532567588,2018/07/25 20:13:08,497,withdrawal,catalina,131077,dashful
1532567588,2018/07/25 20:13:08,132,withdrawal,catalina,179357,snow
1532567587,2018/07/25 20:13:07,330,withdrawal,greenville,150404,queen
1532567586,2018/07/25 20:13:06,365,deposit,truthville,125579,saint
1532567586,2018/07/25 20:13:06,363,withdrawal,james,199666,sleezy
1532567585,2018/07/25 20:13:05,204,withdrawal,boston,131705,robo
1532567584,2018/07/25 20:13:04,137,withdrawal,margaritaville,134401,wolf
1532567583,2018/07/25 20:13:03,290,deposit,darthmouth,128794,barry
1532567583,2018/07/25 20:13:03,43,deposit,bermuda,137003,moes
1532567583,2018/07/25 20:13:03,137,deposit,fresno,102137,hurly
1532567581,2018/07/25 20:13:01,268,deposit,catalina,103725,arc
1532567581,2018/07/25 20:13:01,429,deposit,james,150904,soc
1532567581,2018/07/25 20:13:01,325,deposit,truthville,153682,snow
1532567580,2018/07/25 20:13:00,395,withdrawal,fresno,178053,rumpy
1532567580,2018/07/25 20:13:00,452,deposit,truthville,180941,saint
1532567579,2018/07/25 20:12:59,223,deposit,truthville,184320,queen
1532567578,2018/07/25 20:12:58,410,withdrawal,greenville,132313,grodo
1532567578,2018/07/25 20:12:58,392,deposit,darthmouth,193529,hurly
1532567577,2018/07/25 20:12:57,136,withdrawal,margaritaville,156867,hopey
1532567576,2018/07/25 20:12:56,137,withdrawal,catalina,154294,sappy
1532567575,2018/07/25 20:12:55,374,withdrawal,truthville,112004,hopey
1532567574,2018/07/25 20:12:54,108,withdrawal,james,149909,tambo
1532567572,2018/07/25 20:12:52,288,deposit,greenville,167978,barry
1532567570,2018/07/25 20:12:50,148,deposit,boston,140385,sleezy
1532567569,2018/07/25 20:12:49,129,withdrawal,bermuda,137129,wolf
1532567569,2018/07/25 20:12:49,274,withdrawal,james,141430,rumpy
1532567568,2018/07/25 20:12:48,209,withdrawal,james,174086,queen
1532567567,2018/07/25 20:12:47,162,deposit,margaritaville,162120,barry
1532567567,2018/07/25 20:12:47,441,deposit,jamestown,185721,mary
1532567565,2018/07/25 20:12:45,139,deposit,jamestown,189296,sleezy
1532567563,2018/07/25 20:12:43,275,deposit,fresno,107530,dashful
1532567562,2018/07/25 20:12:42,304,withdrawal,truthville,108349,hopey
1532567560,2018/07/25 20:12:40,154,withdrawal,james,129115,meg
1532567559,2018/07/25 20:12:39,93,withdrawal,truthville,178917,rumpy
1532567557,2018/07/25 20:12:37,124,withdrawal,catalina,180686,sleezy
1532567556,2018/07/25 20:12:36,32,withdrawal,fresno,140439,moes
1532567555,2018/07/25 20:12:35,168,withdrawal,jamestown,182368,moes
1532567555,2018/07/25 20:12:35,398,deposit,seattle,150835,james
1532567554,2018/07/25 20:12:34,482,deposit,darthmouth,132560,james
1532567553,2018/07/25 20:12:33,324,withdrawal,seattle,149520,robo
1532567552,2018/07/25 20:12:32,175,withdrawal,margaritaville,158924,leepy
1532567552,2018/07/25 20:12:32,293,withdrawal,catalina,124618,moes
1532567552,2018/07/25 20:12:32,44,deposit,bermuda,112027,mary
1532567550,2018/07/25 20:12:30,421,deposit,truthville,182447,barry
1532567550,2018/07/25 20:12:30,150,withdrawal,james,162085,moes
1532567549,2018/07/25 20:12:29,3,deposit,truthville,197108,sam
1532567549,2018/07/25 20:12:29,26,withdrawal,james,177056,slacker
1532567548,2018/07/25 20:12:28,448,withdrawal,catalina,142602,queen
1532567548,2018/07/25 20:12:28,427,withdrawal,catalina,132188,rohit
1532567547,2018/07/25 20:12:27,88,withdrawal,james,159832,barry
1532567545,2018/07/25 20:12:25,55,withdrawal,jamestown,145850,snow
1532567545,2018/07/25 20:12:25,17,withdrawal,greenville,116546,sappy
1532567544,2018/07/25 20:12:24,198,withdrawal,catalina,132342,arc
1532567544,2018/07/25 20:12:24,296,withdrawal,seattle,119768,leepy
1532567544,2018/07/25 20:12:24,217,deposit,boston,104603,grodo
1532567543,2018/07/25 20:12:23,157,deposit,james,141198,slacker
1532567542,2018/07/25 20:12:22,441,deposit,truthville,185390,robo
1532567540,2018/07/25 20:12:20,116,withdrawal,james,156498,meg
1532567540,2018/07/25 20:12:20,264,withdrawal,seattle,180070,wolf
1532567538,2018/07/25 20:12:18,371,deposit,catalina,127990,arc
1532567537,2018/07/25 20:12:17,314,withdrawal,fresno,165238,barry
1532567537,2018/07/25 20:12:17,308,withdrawal,fresno,154408,moes
1532567536,2018/07/25 20:12:16,374,withdrawal,catalina,132960,meg
1532567534,2018/07/25 20:12:14,442,deposit,bermuda,175146,dashful
1532567532,2018/07/25 20:12:12,339,withdrawal,jamestown,188795,sam
1532567532,2018/07/25 20:12:12,273,withdrawal,bermuda,172149,moes
1532567532,2018/07/25 20:12:12,323,withdrawal,boston,192091,leepy
1532567530,2018/07/25 20:12:10,34,deposit,catalina,118778,barry
1532567530,2018/07/25 20:12:10,118,withdrawal,catalina,176101,barry
1532567529,2018/07/25 20:12:09,374,withdrawal,catalina,167344,arc
1532567527,2018/07/25 20:12:07,290,deposit,fresno,113862,hopey
1532567526,2018/07/25 20:12:06,125,deposit,fresno,164935,hurly
1532567525,2018/07/25 20:12:05,9,deposit,boston,192195,robo
1532567523,2018/07/25 20:12:03,74,deposit,greenville,121540,grodo
1532567522,2018/07/25 20:12:02,340,deposit,catalina,183673,arc
1532567521,2018/07/25 20:12:01,211,withdrawal,margaritaville,127174,grodo
1532567521,2018/07/25 20:12:01,3,deposit,truthville,199717,queen
1532567519,2018/07/25 20:11:59,275,deposit,catalina,106689,sappy
1532567518,2018/07/25 20:11:58,328,withdrawal,catalina,160894,barry
1532567517,2018/07/25 20:11:57,446,withdrawal,catalina,169815,soc
1532567516,2018/07/25 20:11:56,407,withdrawal,bermuda,157489,mary
1532567515,2018/07/25 20:11:55,279,deposit,truthville,167545,sleezy
1532567513,2018/07/25 20:11:53,116,deposit,truthville,174090,saint
1532567511,2018/07/25 20:11:51,457,withdrawal,catalina,155303,arc
1532567510,2018/07/25 20:11:50,354,withdrawal,truthville,174053,mary
1532567510,2018/07/25 20:11:50,134,withdrawal,darthmouth,151631,snow
1532567509,2018/07/25 20:11:49,88,deposit,boston,119322,hurly
1532567508,2018/07/25 20:11:48,37,deposit,darthmouth,158125,sam
1532567507,2018/07/25 20:11:47,72,withdrawal,catalina,167280,dashful
1532567506,2018/07/25 20:11:46,156,withdrawal,truthville,103108,saint
1532567504,2018/07/25 20:11:44,458,deposit,margaritaville,116231,sam
1532567503,2018/07/25 20:11:43,300,withdrawal,boston,117587,wolf
1532567503,2018/07/25 20:11:43,332,withdrawal,darthmouth,139710,moes
1532567501,2018/07/25 20:11:41,482,withdrawal,margaritaville,119033,soc
1532567501,2018/07/25 20:11:41,141,withdrawal,jamestown,137358,snow
1532567499,2018/07/25 20:11:39,196,deposit,darthmouth,149730,meg
1532567498,2018/07/25 20:11:38,491,deposit,catalina,107643,arc
1532567498,2018/07/25 20:11:38,327,deposit,catalina,195705,rumpy
1532567497,2018/07/25 20:11:37,299,deposit,catalina,149976,arc
1532567497,2018/07/25 20:11:37,218,withdrawal,greenville,129835,sam
1532567497,2018/07/25 20:11:37,439,deposit,fresno,110584,soc
1532567496,2018/07/25 20:11:36,424,deposit,catalina,123860,soc
1532567496,2018/07/25 20:11:36,245,deposit,darthmouth,125561,james
1532567494,2018/07/25 20:11:34,459,withdrawal,truthville,100483,meg
1532567493,2018/07/25 20:11:33,357,deposit,seattle,101575,wolf
1532567493,2018/07/25 20:11:33,411,withdrawal,fresno,107701,queen
1532567492,2018/07/25 20:11:32,185,withdrawal,jamestown,157114,grodo
1532567491,2018/07/25 20:11:31,5,withdrawal,catalina,174190,soc
1532567491,2018/07/25 20:11:31,246,deposit,seattle,182314,mary
1532567490,2018/07/25 20:11:30,310,deposit,truthville,176251,saint
1532567489,2018/07/25 20:11:29,467,deposit,james,184383,slacker
1532567488,2018/07/25 20:11:28,387,deposit,catalina,156892,rumpy
1532567487,2018/07/25 20:11:27,272,deposit,darthmouth,170658,dashful
1532567486,2018/07/25 20:11:26,274,deposit,bermuda,165093,tambo
1532567485,2018/07/25 20:11:25,498,deposit,boston,140987,hopey
1532567485,2018/07/25 20:11:25,18,withdrawal,boston,164383,robo
1532567483,2018/07/25 20:11:23,218,deposit,catalina,194617,tambo
1532567482,2018/07/25 20:11:22,237,deposit,bermuda,117937,dashful
1532567480,2018/07/25 20:11:20,128,deposit,boston,181422,leepy
1532567478,2018/07/25 20:11:18,286,deposit,greenville,164649,sam
1532567477,2018/07/25 20:11:17,20,withdrawal,jamestown,155235,tambo
1532567477,2018/07/25 20:11:17,131,withdrawal,seattle,121202,mary
1532567477,2018/07/25 20:11:17,84,withdrawal,fresno,180410,meg
1532567476,2018/07/25 20:11:16,285,withdrawal,margaritaville,137240,queen
1532567475,2018/07/25 20:11:15,307,deposit,margaritaville,170262,barry
1532567474,2018/07/25 20:11:14,296,deposit,fresno,157220,robo
1532567474,2018/07/25 20:11:14,75,deposit,margaritaville,179692,hurly
1532567472,2018/07/25 20:11:12,189,deposit,boston,130063,meg
1532567470,2018/07/25 20:11:10,101,withdrawal,margaritaville,156267,wolf
1532567470,2018/07/25 20:11:10,7,withdrawal,seattle,175190,slacker
1532567469,2018/07/25 20:11:09,265,withdrawal,greenville,135616,slacker
1532567467,2018/07/25 20:11:07,442,deposit,darthmouth,192099,james
1532567466,2018/07/25 20:11:06,392,withdrawal,greenville,130355,grodo
1532567464,2018/07/25 20:11:04,359,deposit,seattle,148313,hopey
1532567463,2018/07/25 20:11:03,268,withdrawal,boston,159075,soc
1532567463,2018/07/25 20:11:03,220,withdrawal,seattle,159198,james
1532567461,2018/07/25 20:11:01,458,withdrawal,seattle,128940,grodo
1532567460,2018/07/25 20:11:00,470,deposit,catalina,150034,arc
1532567458,2018/07/25 20:10:58,318,deposit,james,142085,sappy
1532567457,2018/07/25 20:10:57,429,deposit,truthville,183762,sappy
1532567457,2018/07/25 20:10:57,495,deposit,boston,170516,tambo
1532567456,2018/07/25 20:10:56,165,deposit,seattle,119210,meg
1532567456,2018/07/25 20:10:56,42,deposit,darthmouth,199360,wolf
1532567454,2018/07/25 20:10:54,93,deposit,catalina,197732,queen
1532567454,2018/07/25 20:10:54,116,withdrawal,fresno,123333,barry
1532567452,2018/07/25 20:10:52,5,deposit,bermuda,117532,robo
1532567452,2018/07/25 20:10:52,26,withdrawal,greenville,133653,sam
1532567451,2018/07/25 20:10:51,200,withdrawal,truthville,173607,meg
1532567451,2018/07/25 20:10:51,253,withdrawal,truthville,124122,tambo
1532567449,2018/07/25 20:10:49,266,withdrawal,truthville,125896,saint
1532567449,2018/07/25 20:10:49,205,withdrawal,darthmouth,102880,mary
1532567447,2018/07/25 20:10:47,235,withdrawal,margaritaville,196449,leepy
1532567446,2018/07/25 20:10:46,320,withdrawal,darthmouth,102769,wolf
1532567446,2018/07/25 20:10:46,252,deposit,darthmouth,152187,mary
1532567444,2018/07/25 20:10:44,399,deposit,truthville,170986,slacker
1532567443,2018/07/25 20:10:43,94,withdrawal,james,102339,grodo
1532567441,2018/07/25 20:10:41,57,deposit,catalina,127369,arc
1532567440,2018/07/25 20:10:40,258,deposit,bermuda,195881,hurly
1532567440,2018/07/25 20:10:40,157,deposit,fresno,182546,sleezy
1532567439,2018/07/25 20:10:39,246,deposit,darthmouth,160412,mary
1532567438,2018/07/25 20:10:38,483,deposit,truthville,138219,hopey
1532567436,2018/07/25 20:10:36,89,deposit,greenville,142903,hurly
1532567436,2018/07/25 20:10:36,291,deposit,catalina,115573,arc
1532567435,2018/07/25 20:10:35,176,deposit,catalina,157626,arc
1532567434,2018/07/25 20:10:34,85,deposit,fresno,156300,rohit
1532567433,2018/07/25 20:10:33,300,deposit,bermuda,190485,rumpy
1532567431,2018/07/25 20:10:31,342,withdrawal,bermuda,169659,robo
1532567430,2018/07/25 20:10:30,69,withdrawal,greenville,128013,barry
1532567428,2018/07/25 20:10:28,295,withdrawal,boston,144574,leepy
1532567428,2018/07/25 20:10:28,454,deposit,darthmouth,137949,james
1532567426,2018/07/25 20:10:26,264,withdrawal,boston,112596,grodo
1532567425,2018/07/25 20:10:25,159,withdrawal,margaritaville,137593,queen
1532567424,2018/07/25 20:10:24,102,deposit,seattle,136637,dashful
1532567422,2018/07/25 20:10:22,1,deposit,truthville,107059,wolf
1532567421,2018/07/25 20:10:21,458,withdrawal,margaritaville,127948,snow
1532567420,2018/07/25 20:10:20,371,withdrawal,truthville,135504,hurly
1532567419,2018/07/25 20:10:19,359,deposit,fresno,104961,snow
1532567418,2018/07/25 20:10:18,477,deposit,truthville,141470,rohit
1532567418,2018/07/25 20:10:18,211,withdrawal,fresno,133537,sam
1532567416,2018/07/25 20:10:16,477,deposit,boston,103754,wolf
1532567415,2018/07/25 20:10:15,417,deposit,seattle,145392,mary
1532567415,2018/07/25 20:10:15,417,deposit,bermuda,113686,hurly
1532567413,2018/07/25 20:10:13,428,deposit,catalina,108744,barry
1532567412,2018/07/25 20:10:12,102,deposit,greenville,125785,sappy
1532567411,2018/07/25 20:10:11,302,withdrawal,boston,110207,snow
1532567410,2018/07/25 20:10:10,1,withdrawal,darthmouth,121051,slacker
1532567408,2018/07/25 20:10:08,326,withdrawal,margaritaville,122159,james
1532567408,2018/07/25 20:10:08,155,withdrawal,margaritaville,179768,grodo
1532567407,2018/07/25 20:10:07,362,deposit,boston,120070,leepy
1532567406,2018/07/25 20:10:06,347,withdrawal,james,164793,robo
1532567405,2018/07/25 20:10:05,22,withdrawal,catalina,113817,arc
1532567403,2018/07/25 20:10:03,449,withdrawal,margaritaville,144343,mary
1532567403,2018/07/25 20:10:03,358,withdrawal,james,170028,sam
1532567402,2018/07/25 20:10:02,351,withdrawal,boston,184036,wolf
1532567402,2018/07/25 20:10:02,242,withdrawal,james,121201,sleezy
1532567401,2018/07/25 20:10:01,434,deposit,fresno,123161,mary
1532567399,2018/07/25 20:09:59,139,withdrawal,bermuda,168228,hopey
1532567397,2018/07/25 20:09:57,366,deposit,boston,149822,moes
1532567396,2018/07/25 20:09:56,356,deposit,catalina,108550,arc
1532567396,2018/07/25 20:09:56,27,withdrawal,boston,162795,dashful
1532567395,2018/07/25 20:09:55,52,deposit,catalina,135458,hopey
1532567394,2018/07/25 20:09:54,227,deposit,truthville,137340,slacker
1532567393,2018/07/25 20:09:53,421,withdrawal,james,147477,soc
1532567393,2018/07/25 20:09:53,73,withdrawal,catalina,142612,arc
1532567391,2018/07/25 20:09:51,195,deposit,boston,178074,leepy
1532567391,2018/07/25 20:09:51,298,withdrawal,darthmouth,104130,dashful
1532567390,2018/07/25 20:09:50,14,deposit,truthville,134548,soc
1532567388,2018/07/25 20:09:48,15,withdrawal,truthville,159504,slacker
1532567387,2018/07/25 20:09:47,196,withdrawal,fresno,125796,soc
1532567387,2018/07/25 20:09:47,173,deposit,james,146885,sappy
1532567385,2018/07/25 20:09:45,222,deposit,catalina,106626,tambo
1532567384,2018/07/25 20:09:44,407,withdrawal,fresno,147743,dashful
1532567382,2018/07/25 20:09:42,323,withdrawal,fresno,146724,leepy
1532567382,2018/07/25 20:09:42,389,withdrawal,bermuda,117680,rumpy
1532567380,2018/07/25 20:09:40,385,withdrawal,fresno,191037,james
1532567380,2018/07/25 20:09:40,76,withdrawal,bermuda,156776,sleezy
1532567378,2018/07/25 20:09:38,87,withdrawal,bermuda,124955,james
1532567377,2018/07/25 20:09:37,396,deposit,jamestown,110438,wolf
1532567377,2018/07/25 20:09:37,390,deposit,fresno,141054,rumpy
1532567376,2018/07/25 20:09:36,268,deposit,jamestown,177764,queen
1532567374,2018/07/25 20:09:34,181,withdrawal,darthmouth,115092,mary
1532567373,2018/07/25 20:09:33,316,withdrawal,seattle,133442,moes
1532567372,2018/07/25 20:09:32,205,deposit,bermuda,143784,meg
1532567371,2018/07/25 20:09:31,72,deposit,james,102375,barry
1532567370,2018/07/25 20:09:30,482,deposit,margaritaville,177751,grodo
1532567368,2018/07/25 20:09:28,448,withdrawal,fresno,128501,barry
1532567367,2018/07/25 20:09:27,216,withdrawal,truthville,136533,sleezy
1532567366,2018/07/25 20:09:26,270,deposit,jamestown,190979,rohit
1532567364,2018/07/25 20:09:24,280,deposit,boston,148293,rumpy
1532567363,2018/07/25 20:09:23,34,deposit,greenville,100086,meg
1532567362,2018/07/25 20:09:22,69,withdrawal,truthville,125719,saint
1532567360,2018/07/25 20:09:20,496,withdrawal,darthmouth,114322,sleezy
1532567359,2018/07/25 20:09:19,394,deposit,jamestown,198492,soc
1532567358,2018/07/25 20:09:18,174,deposit,james,190498,hopey
1532567358,2018/07/25 20:09:18,294,deposit,greenville,132616,sam
1532567356,2018/07/25 20:09:16,178,deposit,truthville,102642,saint
1532567356,2018/07/25 20:09:16,38,withdrawal,seattle,127505,rumpy
1532567354,2018/07/25 20:09:14,84,deposit,truthville,107762,rohit
1532567353,2018/07/25 20:09:13,322,withdrawal,margaritaville,143128,rumpy
1532567351,2018/07/25 20:09:11,375,withdrawal,catalina,186605,arc
1532567350,2018/07/25 20:09:10,251,withdrawal,bermuda,107104,sleezy
1532567348,2018/07/25 20:09:08,233,withdrawal,jamestown,166371,mary
1532567347,2018/07/25 20:09:07,54,deposit,james,152422,slacker
1532567346,2018/07/25 20:09:06,215,deposit,greenville,178175,hurly
1532567345,2018/07/25 20:09:05,220,withdrawal,james,101827,leepy
1532567345,2018/07/25 20:09:05,55,deposit,catalina,170605,barry
1532567345,2018/07/25 20:09:05,359,deposit,catalina,158712,wolf
1532567343,2018/07/25 20:09:03,471,withdrawal,darthmouth,107851,rohit
1532567343,2018/07/25 20:09:03,356,deposit,greenville,150247,hopey
1532567342,2018/07/25 20:09:02,257,withdrawal,fresno,195317,sam
1532567342,2018/07/25 20:09:02,30,deposit,margaritaville,165990,rumpy
1532567340,2018/07/25 20:09:00,370,deposit,margaritaville,111782,rumpy
1532567340,2018/07/25 20:09:00,46,deposit,fresno,176416,robo
1532567339,2018/07/25 20:08:59,251,withdrawal,boston,189443,tambo
1532567338,2018/07/25 20:08:58,35,deposit,seattle,113401,rumpy
1532567337,2018/07/25 20:08:57,387,withdrawal,truthville,165595,soc
1532567335,2018/07/25 20:08:55,117,deposit,seattle,122498,soc
1532567334,2018/07/25 20:08:54,50,deposit,margaritaville,143037,barry
1532567332,2018/07/25 20:08:52,424,withdrawal,margaritaville,167760,hurly
1532567332,2018/07/25 20:08:52,184,deposit,james,133957,soc
1532567332,2018/07/25 20:08:52,398,deposit,bermuda,197441,dashful
1532567332,2018/07/25 20:08:52,356,withdrawal,truthville,181461,dashful
1532567332,2018/07/25 20:08:52,351,withdrawal,bermuda,138474,soc
1532567331,2018/07/25 20:08:51,342,deposit,james,176494,mary
1532567329,2018/07/25 20:08:49,73,withdrawal,margaritaville,129024,mary
1532567328,2018/07/25 20:08:48,138,deposit,bermuda,101734,sam
1532567327,2018/07/25 20:08:47,233,deposit,margaritaville,100843,soc
1532567326,2018/07/25 20:08:46,183,deposit,darthmouth,155091,grodo
1532567326,2018/07/25 20:08:46,304,withdrawal,seattle,143668,tambo
1532567324,2018/07/25 20:08:44,183,withdrawal,catalina,144761,slacker
1532567322,2018/07/25 20:08:42,437,deposit,fresno,198280,dashful
1532567322,2018/07/25 20:08:42,217,withdrawal,catalina,123215,snow
1532567321,2018/07/25 20:08:41,396,deposit,jamestown,149836,wolf
1532567319,2018/07/25 20:08:39,24,deposit,catalina,129214,arc
1532567319,2018/07/25 20:08:39,351,deposit,james,167950,leepy
1532567317,2018/07/25 20:08:37,8,deposit,boston,166942,rumpy
1532567315,2018/07/25 20:08:35,436,withdrawal,fresno,137917,barry
1532567315,2018/07/25 20:08:35,55,deposit,truthville,144761,hopey
1532567313,2018/07/25 20:08:33,27,withdrawal,fresno,198863,soc
1532567312,2018/07/25 20:08:32,223,deposit,catalina,173431,wolf
1532567311,2018/07/25 20:08:31,63,withdrawal,fresno,146035,meg
1532567311,2018/07/25 20:08:31,211,deposit,catalina,173246,rohit
1532567310,2018/07/25 20:08:30,465,deposit,margaritaville,174193,sleezy
1532567309,2018/07/25 20:08:29,288,withdrawal,margaritaville,193224,sam
1532567308,2018/07/25 20:08:28,365,deposit,truthville,117291,wolf
1532567307,2018/07/25 20:08:27,401,withdrawal,greenville,132643,wolf
1532567306,2018/07/25 20:08:26,101,withdrawal,boston,193377,snow
1532567305,2018/07/25 20:08:25,343,deposit,darthmouth,125973,slacker
1532567304,2018/07/25 20:08:24,17,deposit,fresno,138633,queen
1532567304,2018/07/25 20:08:24,172,deposit,fresno,149091,wolf
1532567302,2018/07/25 20:08:22,391,withdrawal,seattle,198456,robo
1532567302,2018/07/25 20:08:22,490,withdrawal,seattle,167066,robo
1532567301,2018/07/25 20:08:21,313,deposit,darthmouth,144795,moes
1532567300,2018/07/25 20:08:20,52,deposit,greenville,105736,hopey
1532567298,2018/07/25 20:08:18,371,deposit,greenville,104523,slacker
1532567297,2018/07/25 20:08:17,306,withdrawal,truthville,100220,saint
1532567296,2018/07/25 20:08:16,45,deposit,seattle,164435,soc
1532567295,2018/07/25 20:08:15,423,withdrawal,seattle,118914,meg
1532567295,2018/07/25 20:08:15,114,deposit,greenville,172696,sleezy
1532567294,2018/07/25 20:08:14,193,deposit,seattle,119384,robo
1532567293,2018/07/25 20:08:13,67,withdrawal,truthville,148210,sam
1532567293,2018/07/25 20:08:13,95,deposit,truthville,185255,saint
1532567292,2018/07/25 20:08:12,320,deposit,darthmouth,146157,wolf
1532567291,2018/07/25 20:08:11,108,withdrawal,bermuda,198076,rohit
1532567289,2018/07/25 20:08:09,409,deposit,truthville,183777,hurly
1532567289,2018/07/25 20:08:09,62,withdrawal,boston,102899,rohit
1532567287,2018/07/25 20:08:07,322,deposit,truthville,106481,saint
1532567285,2018/07/25 20:08:05,476,withdrawal,catalina,176161,arc
1532567285,2018/07/25 20:08:05,93,withdrawal,seattle,127166,rumpy
1532567284,2018/07/25 20:08:04,129,deposit,bermuda,113205,rohit
1532567283,2018/07/25 20:08:03,12,withdrawal,margaritaville,117777,wolf
1532567282,2018/07/25 20:08:02,499,deposit,seattle,131467,hurly
1532567280,2018/07/25 20:08:00,370,deposit,catalina,175882,arc
1532567278,2018/07/25 20:07:58,4,deposit,darthmouth,181414,meg
1532567277,2018/07/25 20:07:57,200,withdrawal,greenville,139686,moes
1532567276,2018/07/25 20:07:56,216,withdrawal,truthville,152238,snow
1532567275,2018/07/25 20:07:55,271,deposit,fresno,169078,grodo
1532567273,2018/07/25 20:07:53,54,deposit,fresno,176555,tambo
1532567273,2018/07/25 20:07:53,238,withdrawal,truthville,186999,queen
1532567272,2018/07/25 20:07:52,30,deposit,catalina,179426,arc
1532567271,2018/07/25 20:07:51,348,deposit,catalina,119776,wolf
1532567271,2018/07/25 20:07:51,141,withdrawal,darthmouth,172379,sleezy
1532567269,2018/07/25 20:07:49,229,withdrawal,james,101572,james
1532567269,2018/07/25 20:07:49,389,withdrawal,catalina,185597,james
1532567269,2018/07/25 20:07:49,155,deposit,truthville,121312,sam
1532567267,2018/07/25 20:07:47,367,withdrawal,james,126379,mary
1532567267,2018/07/25 20:07:47,328,deposit,bermuda,131955,dashful
1532567265,2018/07/25 20:07:45,240,deposit,truthville,169896,queen
1532567264,2018/07/25 20:07:44,134,withdrawal,boston,135685,hopey
1532567262,2018/07/25 20:07:42,190,deposit,darthmouth,172275,barry
1532567260,2018/07/25 20:07:40,374,withdrawal,greenville,118086,meg
1532567259,2018/07/25 20:07:39,232,withdrawal,bermuda,108520,soc
1532567258,2018/07/25 20:07:38,192,deposit,boston,181196,mary
1532567258,2018/07/25 20:07:38,120,deposit,margaritaville,176411,hopey
1532567257,2018/07/25 20:07:37,142,deposit,boston,122190,tambo
1532567256,2018/07/25 20:07:36,107,deposit,greenville,149471,barry
1532567255,2018/07/25 20:07:35,36,withdrawal,greenville,190611,sappy
1532567253,2018/07/25 20:07:33,168,withdrawal,truthville,140372,tambo
1532567253,2018/07/25 20:07:33,482,deposit,jamestown,161595,james
1532567251,2018/07/25 20:07:31,131,withdrawal,truthville,190865,saint
1532567250,2018/07/25 20:07:30,138,withdrawal,margaritaville,111414,slacker
1532567248,2018/07/25 20:07:28,4,deposit,seattle,180593,leepy
1532567248,2018/07/25 20:07:28,435,withdrawal,fresno,150779,rohit
